"Name","Unknown 1","Value","Details"
"Brown lion mount",1,1,
"Brown Kung fu package",1,100,
"Brown Dopo - BONDED",1,5000,
"Santa's token",1,10,
"Coconut bowl",1,1000,
"Antler",1,10,
"Thunder's link",1,100,
"Hot chicken and pea noodles",1,5000,
"Ruffled Mantle Package",1,300,
"Snake 1859",1,10,
"Ogre message 34",0,10,
"Bloodstained quill",1,1000,
"Yellow panther collar",1,1,
"Ginko bag box",1,40000,
"Enchanted honor shield - BONDED",1,110000,
"Stuffed lean beef bag",1,40000,
"Ox's letter 43",1,2000,
"Octopus costume package",1,300,
"Filled regular metal bag",1,40000,
"Silver coins roll",1,200,
"Pet Monkey",1,400,
"Short pearl hanbok package",1,100,
"Pebble",1,1,
"Tan Dopo - BONDED",1,5000,
"Dark amber",1,600,
"flame van dike voucher",1,1,
"Grey lion mount",1,1,
"Sunflower days cologne",1,400,
"Sam san chung ryong scale - BONDED",1,250000,
"ItemRemove",1,10000,
"Bunny Headband Package",1,300,
"Ancient quiver",1,400,
"Snake 1860",1,10,
"Coconut coir",1,1000,
"Apple",1,10,
"Bulkkoch conch horn",1,2000,
"Destined love - BONDED",1,10000,
"Wind's link",1,100,
"Red panther collar",1,1,
"Wool bag box",1,40000,
"Il san ju jak staff - BONDED",1,250000,
"Hot egg and fish noodles",1,5000,
"enchant item",1,100,
"Summer Dalans Quill - BONDED",1,10000,
"Mummy wrap package",1,300,
"Bear brains",1,50,
"Grey Dopo - BONDED",1,5000,
"Ogre message 35",0,10,
"Short neapolitan hanbok package",1,100,
"Silver lion mount",1,1,
"Filled lean beef bag",1,40000,
"Empty bowl",1,500,
"Penny roll",1,2,
"Spacious fine metal bag",1,40000,
"Snake 1861",1,10,
"Il san stealth glove - BONDED",1,200000,
"Limestone",1,10,
"Tarnished dk amber",1,300,
"Pet Warthog",1,400,
"Divorce papers",1,1,
"Gijouhei platemail - BONDED",1,10000,
"Thanksgiving gift box",1,1,
"Cloth bag box",1,40000,
"Green panther collar",1,1,
"Peanut",1,5,
"Yarlof's Token",1,10,
"Cool polar bear",1,1,
"Coconut meat",1,1000,
"Apple1",1,1000,
"Black mummy wrap package",1,300,
"old ring",1,100000000,
"Charm - BONDED",1,100000,
"Hot egg and beef noodles",1,5000,
"Short violet hanbok package",1,100,
"Green lama mount",1,1,
"Bear's tooth",1,220,
"Snake 1862",1,10,
"Ogre message 36",0,10,
"10,000 gold bar",1,10000,
"Watch on a chain",1,500,
"Spacious rare pork bag",1,40000,
"Amber bag box",1,40000,
"Il san honor shield - BONDED",1,120000,
"Sebastian's Token",1,10,
"Expanding fine metal bag",1,40000,
"King's stamp",1,100,
"Sonhi pass",1,2000,
"Crafted dk amber",1,1600,
"Ee San Dakashi Blade - BONDED",30,100000,
"Gelid polar bear",1,1,
"Gold mummy wrap package",1,300,
"Pet Tiger",1,400,
"Stone figure",1,1000,
"Golden hair potion",1,1,
"Hazelnut",1,5,
"Short coal hanbok package",1,100,
"Santa gift box",1,1,
"Coconut milk",1,1000,
"Apple2",1,2000,
"Random Fluffy wings",1,300,
"Silver lama mount",1,1,
"Snake 1863",1,10,
"Silver ring",1,50000000,
"Hot tiger meat noodles",1,5000,
"Green tree package",1,5000,
"Lodge Gift for someone",1,400,
"Bear scalp",1,540,
"Crafted amber bag box",1,40000,
"Sophie's Gift",1,10,
"Pot of Goodness",1,40000,
"Sharp polar bear",1,1,
"20,000 gold bar",1,20000,
"Stone figure1",1,1000,
"Sa san chung ryong scale - BONDED",1,250000,
"Unlucky rabbit foot",1,500,
"Expanding rare pork bag",1,40000,
"Short jade hanbok package",1,100,
"Ogre message 37",0,10,
"Dinosaur egg",1,2000,
"Well cftd dk amber",1,4000,
"Half-full fine metal bag",1,40000,
"Snake 1864",1,10,
"Ee san ju jak staff - BONDED",1,300000,
"Rucksack - BONDED",1,50000,
"Purple elk mount",1,1,
"Pet Nine Tails",1,400,
"Purpleheart hair potion",1,1,
"Walnut",1,5,
"Grey tree package",1,5000,
"Romance gift box",1,1,
"Coconut milk container",1,1000,
"Watermelon",1,500,
"Gijouhei war dress - BONDED",1,10000,
"Sun talisman",1,2000,
"Spicy noodles",1,500,
"Forest Heart",1,10,
"Bird wing",1,220,
"Freezing polar bear",1,1,
"Lodge Gift",1,400,
"Stone figure2",1,1000,
